ngram,count
requires,7
Cruppered,1
Andromeda,3
Since,1
Whisper,1
instance,17
Three,5
maxim,3
veal,1
fifties,1
Starbuck.”,2
spouted,5
explain,6
feeble,2
officer’s,1
supposing,4
Polar,11
counsel,4
oblique,3
till—but,1
“he’s,5
creation.”,1
ROBERT,1
Cellini’s,1
manmaker,1
reveries,4
root,4
Parallel,1
bullocks,1
2701-0.zip,1
Friesland,2
creation’s,1
—stunsails,1
“fins,1
portable,3
cloak,1
medicine,3
transient,2
“‘Will,2
lion-maned,1
Peru,4
cell,1
“Old,1
timber-heads,1
ground-vine,1
helm—nigh,1
Swallow,1
drugging,1
exquisitely,1
bomb,1
aleak,1
underneath,2
format,4
furious,7
recoil,3
rooms,2
careens,2
Revenue,1
arched,8
storm-trysail,1
jeopardized,3
roundly,1
Brute,1
diet,2
patentees,1
eat,11
Remote,1
sheep-head,1
wad,4
hurler,1
expressions,2
lent,1
conflagrations,1
Wild,2
softly,9
not’ing,2
crags,1
overmuch,1
altitude—how,1
fishermen,24
tarred,2
33,2
ducat,1
trappings,2
youthful,2
Krusenstern,1
reservation,1
tools,4
demi-god,1
recently,5
Turk’s,1
northwards,1
otherwise,26
Captain’s,8
ship-board—yet,1
ignorance,10
homeward-bound,2
full—not,1
recrossed,1
approached,2
block-ice,1
_”,3
comprehension,3
severest,4
near,69
blackling,1
unchallenged,1
verbally,3
mummies,2
sledge-hammering,1
malignity,3
taxes,1
suspended,26
Octavo,2
care-free,2
canes,2
sepulchral,2
network,1
sight.”,1
commonplaces,2
wind-up.”,1
whalebone,7
frontispiece,1
Jackson,1
rum,3
evolutions,1
brine,4
paunch.”,1
pitiless,2
furred,1
comprises,3
‘look,1
opal,1
game—Here,1
soever,1
flitting,6
ate,3
black-letter,1
small—at,1
lays,4
credulous,5
eluded,3
recommends,1
methodical,1
Their,6
cavaliers,1
searchingly,1
insert,2
describe,3
older,2
Arsacides,4
discoursing,2
Rinaldini,1
“Why,14
leeward.”,1
up-playing,1
calculating,5
snap,6
strenuous,1
unrolling,1
gobbles,1
mallet,3
noblest,3
uncharted,1
ship.”,3
rex,1
shouted,16
Manhattoes,1
three-year,1
week,5
enhances,2
own,204
wheat,2
memoirs,2
lungs,16
strongest,5
minds,14
conceited,1
Burke_,1
rover,3
“Well.”,1
trip-hammers,1
forth—the,1
nation’s,1
circumventing,1
Step,1
Up,11
Americas,1
bones—beware,1
LIABLE,1
Contested,1
tilbury,1
heartwoes,1
construct,1
describing,1
replenished,5
pondering—while,1
”—but,2
discerns,1
toilette,1
flanking,1
PGLAF,1
poet,2
ahoy,6
order,64
contrast,12
—as,6
‘the,2
Stripped,1
mistaking,3
pike,1
Greedily,1
pours,2
soil,10
Gutenberg-tm’s,1
issuing,2
out—“To,1
tattooed,8
narrating,2
lawyers,3
shiftings,1
invaluable,3
stokers,1
bolted,6
plum-pudding,1
puncheons,1
ancestors,1
cylinders,1
telling,18
tracery,1
vein,1
fully,16
inconsiderable,3
pursed,1
milestones,1
disconnected,1
wife,19
proper,32
brag,2
_Whaling,1
—_Genesis_,1
physiognomically,2
Figuera,1
flogging,2
Prairies,2
main-hold.”,1
seemed,281
smitten,6
how’s,1
should’st,1
malignantly,1
friendliness,1
hauled,8
jogs,1
quiescence,1
jaundice,1
interlacing,2
optically,1
grocers,1
Homeward,1
sun-glade,1
situation,5
unmomentous,1
Nat,2
moodiness,1
ventured,2
recondite,2
somebody’s,1
hoky-poky,3
steadily,11
buttress,1
stumped,2
unfrequent,2
garden-chairs,1
lamp-feeders,2
hide,5
appearances,4
People,3
ober,1
thankless,1
fencing,1
_Enter,1
repentant,1
edges,3
sailmakers,1
—d’ye,2
sluggishly,1
spades,6
prevailing,1
mumblings,2
tinkers,1
fixture,1
weary,15
tow-line,5
Bolivia,2
surviving,2
flag,15
tender-hearted,2
‘AS-IS’,1
prolongingly,1
functions,2
cracks,5
reforming,1
outer,20
eighty,3
artist,2
prostration,1
westerly,1
“Right,2
unerring,3
—square,1
_that,1
described—this,1
unhinged,2
Belated,1
.—Under,1
happenest,1
—not,4
“look,3
auspices,1
bumps,2
Evil,1
consuming,2
Manx,1
accident,5
breath—“Aye,1
cowardly,1
cuffs,1
unshored,1
unconquering,1
message,1
Watts,1
corky,1
dentists,1
bed-side,2
—_Paradise,1
ejaculated,1
index,1
‘I’m,1
din,4
tinkers’,1
swamp,2
craziness,1
departure,1
Tho’,1
dedicates,1
Mufti,1
skin,32
passionately,1
Monsoons,1
darkened,2
unsullied,1
amend,1
tricks,3
88,2
department,2
Amelia’s,1
Hail,1
hundredth,3
—Who,1
merchantmen,4
preternatural,4
enterprises,1
milky,6
engravings,6
skeletons,5
mocked,1
volume,13
alteration,1
sunlight,6
o’,1
walled,3
_Huzza,1
also,89
skill,10
boggy,1
business,67
mishaps,1
stated,4
velvets,2
sea-king,1
mark,44
“about,1
brawniness,1
cable,6
put,71
Mene,1
scowl,2
projects,2
many,161
dead.”,2
outskirts,2
doorway,2
scholars,2
somewhere—come,1
meadow,4
_turns,1
furls,1
fuzzing,1
eddy,2
predestinating,1
glories,4
enable,4
manifested,4
mid-somerset,1
really,30
angry,1
“With,4
larger,9
—helm,1
banks,2
whale-fishers,1
supplies,3
Chestnut,1
imperiously,1
gurglings,2
sharks—a,1
humming,5
golden,16
condensed,2
"60,000",1
egotistical,2
habit,2
miscreants,1
minister,1
incantation,2
honor,23
involutions,2
sherbet,1
men,220
Father,11
DAGGOO,3
enough,69
conspicuously,1
fits,5
’Twill,1
Tails,2
do,271
Buffalo,3
“Whales,1
—“hear,1
ground,35
chief-mate,5
intervene,1
phosphorescence,1
Sing,1
stalking,1
where,182
flooded,3
jetted,2
“if,3
continuing,3
receives,3
.—Of,2
lake’s,1
—he,3
infancy’s,1
I’ll,56
manipulator,1
half-splintering,1
Museum,1
sprawling,1
ahead,25
Bibles,2
excitedly,1
perhaps,80
Starbuck—luck,1
Venice,2
slipt,1
wanes,1
half-foundered,1
fled,6
impotently,2
admonish,1
“Dead,1
wrapped,8
charted,2
another,104
Measured,1
“Scarcely,1
feverish,1
rowed,1
clout,1
druggists,1
finish,2
boyhood’s,1
fitful,2
see—shall,1
Strafford’s,1
bear,31
ineffably,1
blaze,2
exporting,1
skittishly,1
Never,7
Surely,5
alas,8
clerical,1
Atlantic,18
load,2
—straight,1
Signs,2
birds,11
desirous,1
expand,6
unstirring,1
computers,2
shipwrecked,3
Canadian,1
awry,1
fed,4
manliest,1
14,2
oppose,2
ledgers,1
“Spread,1
blindfold,1
engaging,1
ideas,6
prominently,2
“Vengeance,1
joiner,1
acquiesced,1
gilt,1
up-and-down,2
merit,3
baling,2
fruits,1
subsists,1
grinding,1
congregation,7
town-bred,1
Apollo,1
sleight,1
braves,1
grated,1
hav’n’t,5
waive,1
April,3
Belial,1
Colnett,2
Satan,2
“Ha,3
assignment,1
Voyages_,1
fish.”,3
execrations,1
accounted,9
utter,6
folks,3
blankets,1
May,6
calmly,13
“Heed,1
grope,3
—fixed,1
Extending,2
function,1
Lower,2
mount,10
sundering,2
scowled,1
Each,1
mercifully,2
counted,5
stool,3
pent,2
filled,22
kitten-like,1
“‘How,1
astir,2
chicha,3
subtlest,2
“Nantucket,2
How,51
exchange,2
Commodore’s,2
educational,1
marchant,4
faintly,2
cogent,4
silly,4
terrapin,1
incapable,3
Jury.”,1
ensued,4
indolent,6
rides,2
freshet-rushing,1
wise,14
.—Though,1
then—still,1
hunch-backed,2
form’s,1
probably,13
“but,12
authenticated,1
thenceforth,1
yard_.—_Tashtego,1
figures,7
—_Edmund,2
occupied,9
head-laden,1
gaseous,1
me.”,4
Quakeress’s,1
governor,4
Agassiz,1
joy—,1
gold-beater’s,1
smokers,1
ached,1
opulence,1
97,2
paces,2
graceful,4
anatomy,3
performing,6
bodings,2
six-and-thirty,1
Nimble,1
scheming,1
ghosts,7
posted,7
assigned,3
modification,1
cobweb,1
foreseen,1
gills,4
now.”,2
eddyings,1
declines,2
immortality,1
thought-engendering,1
overflowing,2
tailed,2
loveliness,1
centres,1
sometimes,81
usually,5
been,415
rafted,1
Roar,1
vision,5
gums,2
Cato,1
unanswerable,1
TAHITAN,1
Huzza,4
retrace,1
Cattegat,1
foregoing,2
lantern,12
who,308
beheading,1
screws,2
turn.’,1
rechurned,1
jar,3
wantonly,1
Harbor,4
furnish,9
Zoroaster,1
me—hither,1
acquaintances,2
capacious,2
City,1
chowder,5
reaches,1
sinners,4
strides,2
impersonal,3
extra,6
examine,4
Cruelty,1
IMPLIED,1
kill,25
“Cap’ain,1
quite,41
blood,51
sailors,46
valiant,10
Domain,1
fourths,1
is,1706
chamber,2
confabulations,1
Cash,1
aspirations,1
kings,14
Cods,1
tormenting,2
broken-hearted,2
quicken,1
spouts,16
itself,84
Fear,1
familyless,1
imperturbable,2
cannon-ball,2
bastions,1
regularly,18
poets,3
formless,2
unastonished,1
Hugest,1
matters,13
them—“Come,1
torment,1
bench,12
circus-running,1
“Gracious,1
rolling,31
albatrosses,1
sharks,48
soak,1
—where,1
reprehensible,1
babies’,1
silver-spoons,1
drawled,1
forehead,34
continues,2
bush,1
farthingale,1
sawn,1
Relieved,1
heedful,6
Dying,2
half-starved,1
1820,2
carted,2
“As,3
Chaldee,2
offers,4
—lay,1
blows—she,1
bearded,3
æsthetically,1
Ahasuerus,2
crowds,5
Irish,1
Queequeg’s,27
fiendish,1
banished,2
unclouded,1
Jonah.”,2
death-harvesting,1
“Here’s,1
grin,6
parchingly,1
cutlery,1
well-earned,1
Gone,1
northward,4
Gay-Head,2
blazed,1
belfry,2
suffusingly,1
drown,6
enchantment,1
half,88
unloading,1
reclining,2
21,2
Quick,5
Dunfermline,1
crosslights,1
stretching,6
sign—the,1
Sciences,1
—And,1
slippering,1
under-pinnings,1
haggardly,1
Prodigies,1
caulking-iron,2
sultanism,2
orisons,1
platters,1
feverishly,1
sociably,2
paralysed,1
knitted,1
enlarged,2
outrage,2
George’s,3
type,1
tranquilly,4
humorous,5
dreary,6
gleamed,5
wilds,1
helping,5
egress,2
Abominable,1
inmates,3
negro-savage,1
glittered,1
magnificence,1
hair-turbaned,1
list,5
Philistine,1
aft,29
coast,34
loon,1
Bastille,1
boast,2
reiterated,1
leapest,1
Cæsarian,1
too-favouring,2
theory,5
Setting,2
Inserting,1
yearly,1
listen,6
vacating,1
getting,26
customary,14
foundations,4
Ho,7
rejoinder,2
Cluny,1
Alley,1
lowermost,2
spigot,1
Lying-in,1
burnt-out,1
Boomer,2
contain,7
infant,1
congeniality,1
vigor,1
December,5
equinox,2
millions,7
travel,5
coves,1
popular,8
Head—Contrasted,4
indistinctly,1
litigated,1
chest,25
trees,9
belaying,1
crony,1
thereby,15
F-shaped,1
Diaz,1
timely,3
Already,4
Bears,1
revolutions,1
courses,6
“Loveliness,1
hurried,7
beloved,3
lies,19
puzzled,3
tumblers,1
rise—yes,1
adapted,4
sea-monsters,1
archangel,7
substance,30
pitcher,1
presto,2
sheathed,1
merchant,12
’,97
memories,4
families,2
dorsal,1
tearlessness,1
hoar-frost,1
using,15
keels,8
turnstile,1
goals,1
erections,2
_waving,1
pearl-white,1
Pope,2
juniper-wood,1
pray,6
Will,8
rigged,6
endearments,1
part—what,1
frayed,1
spring,21
Table-Rock,1
gasp,3
authorized,1
Dut,1
cries—he,1
men—has,1
trembles,2
persuasions,1
counsels,1
blood-dripping,2
Marius,1
club-hammer,1
milk-white,4
Temple.”,1
Read,1
courteously,1
standest,1
Now,128
eider,1
Ehrenbreitstein,1
slumbers,3
half-hissed,1
Hurrah,8
Having,3
sacrificial,2
cheeseries,1
obscurity,1
sunwards,3
Ezekiel,1
“_My_,1
Fossil,4
pine-tree,1
derive,7
entombment,1
terribly,1
shells,2
muteness,3
instinct,7
Lord,41
bliss,3
1.F.1,1
campaign,1
Ramadan,12
restored,3
observation,5
unsuspecting,1
bailer,1
small-pox,1
passages,1
shrivelled,2
“By,3
yesterday,9
brain’s,1
be,1039
dampness,1
promising,4
beginner,1
composing,3
views,3
endangered,3
entire,54
fatally,2
mistaken.—Aye,1
stormy,3
token,13
“Unfitness,1
shoulder-blades,2
twigging,1
crucible,2
gangs,2
tinker,3
cask,9
hare’s,1
—_Hawthorne’s,1
attendance,2
apartment,6
Persia,1
moth—”,1
inquiringly,1
reversing,1
costly,2
June,2
63,2
eagerly,8
subordinately,1
at,1241
Ambergriese,1
moccasin,1
expending,1
go,169
pig-fish,1
smoke,29
soonest,1
*Why,1
possessed,7
blinds,9
swooping,2
personally,6
sprain,1
Huron,1
top-blocks,1
wind—which,1
boat—Mr,1
cunningly,1
Heads,2
to-and-fro,1
NOT,2
chronicled—of,1
arches,2
danced,3
fingers,13
say—en,1
hats,4
ivory—Oh,1
curved,4
1.E.7,3
blossom,1
grasses,1
infernally,2
collision,1
clogged,1
oil-dealers,1
police,1
reflection,6
reminding,1
Zoned,1
whistlingly,1
bailiff,1
essays,3
disentangling,1
“Brace,1
“Which,1
unharmed—while,1
sideways,27
join,8
dreadfully,3
questionably,1
murder,10
lung-celled,1
Start,4
approaches,1
shuttlecock,1
minced,1
stamp,3
*A,1
stolidity,3
South-Sea,1
sturgeon,3
duke,1
weaker,1
unresting,2
spangled,2
barest,1
cargo,3
Arch,2
flaxen-haired,1
pre-adamite,3
He’s,12
tomb.”,1
elbow,1
waxes,1
dilating,1
arguing,1
nice,3
snow-howdahed,1
decapitating,1
outspread,1
negative,2
warehouse,1
experience,10
file,6
side—coincident,1
queer—queer,1
anything,42
Whale—the,1
laughing,3
humble,2
Mealy-mouthed,1
stiver,1
maiming,1
21st,1
Banks”,1
rollings,1
finger,10
unlink,1
Whale—no.”,1
charity’s,1
blockhead,1
wake.”,1
rested,2
hum,9
IRS,1
central,11
anywhere,16
CHAPTERS,1
Hanoverian,1
plaster—tied,1
colleges,1
Wind,1
joke,8
Langsdorff’s,1
declares,3
jambs,1
126,2
damaged,2
crew—“it’s,1
resemblance,6
half-drowned,1
Sir,19
uneasy,2
warm,24
Albino,3
insensible,1
outyell,1
surcoat,1
vest,3
Quadrant,2
studied,2
verbal,2
government,1
transferred,3
spavined,1
hunting,8
Crozetts,3
farmer,1
jumped,10
it—is,1
trifling,1
judge.”,1
kelpy,1
failures,2
horse-chestnuts,1
over.”,1
Corlears,1
stupid,1
stand,70
respond,1
sacred,7
Bedford,18
“Pip,1
fluke-chains,4
circumvention,1
insomuch,2
gnarled,2
jelly,1
slavish,2
dimmed,1
half-revolving,1
pertains,1
within,79
saplings,1
valor-ruined,1
diet—”,1
weighing,3
paying,5
doesn’t,2
Time,8
ascendency,3
quicksilver,1
studious,1
pained,2
wardrobe,2
ark,6
mortal,39
amorous,1
straggling,1
courtesy,3
token-pieces,1
manifesto,1
king,18
watchmakers,1
Run,3
constraint,1
silver-beaters,1
primary,2
masked,2
trophy,2
moth,2
replacement,3
Biographical,2
possible,30
heedlessly,1
breath,16
brewed,2
Pip,61
night’s,4
Stowing,2
showest,1
oust,2
solely,6
Hope,7
crossed,12
Hat,2
cannibally,1
whatever,44
apart,15
ibis,1
except,28
bathed,2
—after,1
I—being,1
druggs,1
overlooking,2
We’ll,2
chart,6
—He,1
Lightning,2
interior,12
representing,7
himself,196
Launched,1
long-pampered,1
Turks,4
freshets,2
unrecorded,4
crammed,1
Scales—happiness,1
slower,1
sheltered,1
hell—how,1
rate—though,1
poetical,2
apoplectic,1
labor,1
ha’s,1
retaining,1
propped,1
here”,1
experiences,5
fetches,1
swooped,2
decree,1
windrowed,1
erection,1
tyrannical,1
doctor,1
Turk’s-headed,1
archangelical,1
_or,1
representations,1
Manchester,1
Hannibal,1
footman,1
“in,2
conjure”—here,1
interpreters—myself,1
Warmest,1
wind,65
interest,17
disputes,1
ray,2
old-fashioned,7
brother,9
ripples,2
Jonah’s,13
Yojo—the,1
lasts,1
tattooings,2
towers,4
Kraken,1
smiling,2
mobbing,1
Erromanggoans,1
sea-custom,1
Thus,26
long-togs,1
seaman,9
parched,2
masts,24
insult,12
Can,9
learning,4
dis,1
forget.”,1
candidates,1
d’eau,1
triangularly,1
relations,1
abeam,1
cutting-tackle.”,1
rejecting,2
—_Richard,1
diaboli,1
nourished,2
balls,4
magnetizing,1
violently,9
freed,2
intercourse,1
jetting,1
there—pointing,1
indemnify,1
fearlessness,2
Suddenly,4
—furrowed,1
blown-off,1
No,69
animating,1
uneasiness,1
Ger,1
SHIPMATES,1
“Sir.”,1
guardian,1
libraries,1
“Dinner,3
oh-ye-ho,1
Pressing,1
soothes,1
mechanical,7
catacombs,1
liar,1
weight,17
bachelor,1
deceased,1
“Best,1
hideously,1
round—thought,1
unspoken,1
Through,6
details,3
roaring,9
“Morning,4
Saco,1
ballroom,1
unmeasured,1
Australia,2
handful,6
suffering,5
Can’t,2
quaint,2
Surmises,2
bowsprit,8
glued,3
god-dam,1
ridge,1
aim,3
seventh,3
Algerine,1
sweeping,12
crouch,1
Hedgehog,1
Mogulship,1
gnawed,1
Harpooneer,4
—any,1
muzzle,1
cable-like,1
being’s,3
cloistered,1
ginger,9
sand-hills,1
Fasting,1
weightiest,1
negatively,1
lurked,8
encompassed,1
Seeing,9
flitted,1
voyage—beyond,1
sea-horse,1
copper-pump,1
agonizing,3
forced,17
junction,2
Euclidean,1
wittiness,1
breast,7
myself,64
muffle,1
“She,1
abstraction,1
deprived,1
forwards,5
galliot-toed,1
proportion,3
“Plain,2
Split,1
babbling,1
“May,2
certain,89
midships,1
divined,1
rods,10
barbacued,1
distant,20
‘Aye,1
lassitude,1
“Lay,2
bestowal,1
impeach,1
precious,18
unprecedentedly,1
proclaimed,1
tumult,3
coffin-canoes,1
hook,10
reason,63
vane,1
tower,9
_Pequod_,1
porthole,2
wonders—the,1
funeral,4
wee,1
speculative,1
jubilations,1
Ethiopian,2
Out,6
“Information,1
unconquerable,4
fishes,3
halters,1
ledge,2
Walks,1
time.”,1
typifies,1
God-fugitive,1
looks—pale,1
days,76
butcher,1
enjoyments,1
attain,2
excitement,6
Queequeg”,1
flat-faced,1
accumulating,1
dungeoned,1
tost,1
cunning,15
companions,5
befall—then,1
plungings,1
slopingly,1
yea,9
Daggoo—instinctively,1
yells,2
whereat,1
sharp—ain’t,1
reticule,1
“yes,3
exceed,7
hover,2
screams,1
vineyards,1
cultured,1
Amelia,1
dog-days,1
painted,12
velvet,4
beef,16
half-revealing,1
visibly,2
Rafters,1
glades,3
rips,1
personified,3
imbedded,2
substance—the,1
graduates,1
arrived,12
projections,1
demijohn,1
carving,5
—Down,1
fleeces,1
unfolding,1
unmerited,1
lulls,1
merry-making,1
Haarlem,1
jealously,1
was—the,1
harp-string,1
attack,9
tumbling,4
spine-wise,1
stringy,1
Pip—poor,1
bait,1
can.”,1
bakers,1
fishing,1
JOHN,1
pass,29
census,4
plump,4
drawbacks,1
gettest,2
buoyancy,4
Ahoy,1
diabolically,1
joist,3
Jacob,1
Fishiest,1
“He’s,7
respects,8
infatuated,3
squaring,2
executor,1
honoring,1
buttressed,1
callest,3
coffins,5
vile,5
understood,2
transactions,1
boxes,4
vents,1
man”,1
heaven,32
paler,1
corner-anchored,1
Eh,1
malefactors,1
fisherman,6
afforded,5
Replacement,1
Comstock_,1
persons,6
intensity,8
answered—“Aye.”,1
“Lad,1
younger,2
Moby-Dick,1
Strictly,2
ferociousness,1
razors,1
sways,1
quarrelsome—don’t,1
dwelling,2
Zoology,1
—Rad,1
Steed,3
religionists,1
surmised,2
1828,2
heave,13
sighted,2
expensive,2
one’s,11
colonies,2
morning’s,1
Forty-barrel-bull,1
feeding,7
“my,2
oders,1
“Sway,1
flourish,3
_Sleet’s,1
accomplishment,1
disguisement,1
stand—however,1
